	SK_ID_CURR	TARGET	NAME_CONTRACT_TYPE	CODE_GENDER	FLAG_OWN_CAR	FLAG_OWN_REALTY	CNT_CHILDREN	AMT_INCOME_TOTAL	AMT_CREDIT	AMT_ANNUITY	AMT_GOODS_PRICE	NAME_TYPE_SUITE	NAME_INCOME_TYPE	NAME_EDUCATION_TYPE	NAME_FAMILY_STATUS	NAME_HOUSING_TYPE	REGION_POPULATION_RELATIVE	DAYS_BIRTH	DAYS_EMPLOYED	DAYS_REGISTRATION	DAYS_ID_PUBLISH	OWN_CAR_AGE	FLAG_MOBIL	FLAG_EMP_PHONE	FLAG_WORK_PHONE	FLAG_CONT_MOBILE	FLAG_PHONE	FLAG_EMAIL	OCCUPATION_TYPE	CNT_FAM_MEMBERS	REGION_RATING_CLIENT	REGION_RATING_CLIENT_W_CITY	WEEKDAY_APPR_PROCESS_START	HOUR_APPR_PROCESS_START	REG_REGION_NOT_LIVE_REGION	REG_REGION_NOT_WORK_REGION	LIVE_REGION_NOT_WORK_REGION	REG_CITY_NOT_LIVE_CITY	REG_CITY_NOT_WORK_CITY	LIVE_CITY_NOT_WORK_CITY	ORGANIZATION_TYPE	EXT_SOURCE_1	EXT_SOURCE_2	EXT_SOURCE_3	APARTMENTS_AVG	BASEMENTAREA_AVG	YEARS_BEGINEXPLUATATION_AVG	YEARS_BUILD_AVG	COMMONAREA_AVG	ELEVATORS_AVG	ENTRANCES_AVG	FLOORSMAX_AVG	FLOORSMIN_AVG	LANDAREA_AVG	LIVINGAPARTMENTS_AVG	LIVINGAREA_AVG	NONLIVINGAPARTMENTS_AVG	NONLIVINGAREA_AVG	APARTMENTS_MODE	BASEMENTAREA_MODE	YEARS_BEGINEXPLUATATION_MODE	YEARS_BUILD_MODE	COMMONAREA_MODE	ELEVATORS_MODE	ENTRANCES_MODE	FLOORSMAX_MODE	FLOORSMIN_MODE	LANDAREA_MODE	LIVINGAPARTMENTS_MODE	LIVINGAREA_MODE	NONLIVINGAPARTMENTS_MODE	NONLIVINGAREA_MODE	APARTMENTS_MEDI	BASEMENTAREA_MEDI	YEARS_BEGINEXPLUATATION_MEDI	YEARS_BUILD_MEDI	COMMONAREA_MEDI	ELEVATORS_MEDI	ENTRANCES_MEDI	FLOORSMAX_MEDI	FLOORSMIN_MEDI	LANDAREA_MEDI	LIVINGAPARTMENTS_MEDI	LIVINGAREA_MEDI	NONLIVINGAPARTMENTS_MEDI	NONLIVINGAREA_MEDI	FONDKAPREMONT_MODE	HOUSETYPE_MODE	TOTALAREA_MODE	WALLSMATERIAL_MODE	EMERGENCYSTATE_MODE	OBS_30_CNT_SOCIAL_CIRCLE	DEF_30_CNT_SOCIAL_CIRCLE	OBS_60_CNT_SOCIAL_CIRCLE	DEF_60_CNT_SOCIAL_CIRCLE	DAYS_LAST_PHONE_CHANGE	FLAG_DOCUMENT_2	FLAG_DOCUMENT_3	FLAG_DOCUMENT_4	FLAG_DOCUMENT_5	FLAG_DOCUMENT_6	FLAG_DOCUMENT_7	FLAG_DOCUMENT_8	FLAG_DOCUMENT_9	FLAG_DOCUMENT_10	FLAG_DOCUMENT_11	FLAG_DOCUMENT_12	FLAG_DOCUMENT_13	FLAG_DOCUMENT_14	FLAG_DOCUMENT_15	FLAG_DOCUMENT_16	FLAG_DOCUMENT_17	FLAG_DOCUMENT_18	FLAG_DOCUMENT_19	FLAG_DOCUMENT_20	FLAG_DOCUMENT_21	AMT_REQ_CREDIT_BUREAU_HOUR	AMT_REQ_CREDIT_BUREAU_DAY	AMT_REQ_CREDIT_BUREAU_WEEK	AMT_REQ_CREDIT_BUREAU_MON	AMT_REQ_CREDIT_BUREAU_QRT	AMT_REQ_CREDIT_BUREAU_YEAR
668	100773	0	Cash loans	F	N	Y	0	112500.0	254700.0	26226.0	225000.0	Unaccompanied	Pensioner	Secondary / secondary special	Widow	House / apartment	0.025164	-23049	365243	-4452.0	-4132		1	0	0	1	1	0		1.0	2	2	FRIDAY	9	0	0	0	0	0	0	XNA		0.4818269975107381	0.4650692149562261																																																5.0	0.0	5.0	0.0	-2559.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
669	100774	0	Cash loans	F	N	Y	0	90000.0	675000.0	22437.0	675000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.0145199999999999	-19164	-1220	-1307.0	-2722		1	1	0	1	0	0	Sales staff	2.0	2	2	WEDNESDAY	8	0	0	0	0	0	0	Self-employed		0.0566902849143526	0.7407990879702335																																																0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	2.0
670	100775	0	Cash loans	M	Y	N	0	112500.0	351000.0	22558.5	351000.0	Unaccompanied	Working	Secondary / secondary special	Single / not married	House / apartment	0.015221	-8384	-666	-6274.0	-1031	13.0	1	1	0	1	0	0	Laborers	1.0	2	2	SUNDAY	15	0	0	0	0	0	0	Industry: type 9		0.5223465896983687																																																	13.0	0.0	13.0	0.0	-42.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	2.0
671	100776	0	Cash loans	F	N	Y	0	225000.0	1096020.0	52857.0	900000.0	Family	Commercial associate	Higher education	Married	House / apartment	0.0060079999999999	-12405	-749	-6366.0	-4220		1	1	0	1	1	1	Accountants	2.0	2	2	MONDAY	18	0	0	0	0	0	0	Self-employed		0.496924060119415	0.5602843280409464	0.0845	0.0186	0.9861	0.8096	0.0172	0.08	0.069	0.3333	0.375	0.0091	0.0681	0.0857	0.0039	0.0198	0.0861	0.0193	0.9861	0.8171	0.0173	0.0806	0.069	0.3333	0.375	0.0093	0.0744	0.0892	0.0039	0.021	0.0854	0.0186	0.9861	0.8121	0.0173	0.08	0.069	0.3333	0.375	0.0092	0.0693	0.0872	0.0039	0.0202	reg oper account	block of flats	0.0811	Stone, brick	No	0.0	0.0	0.0	0.0	-1573.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	1.0
672	100778	0	Cash loans	M	Y	Y	0	202500.0	1006920.0	51543.0	900000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Married	House / apartment	0.016612	-18323	-2711	-586.0	-1142	17.0	1	1	0	1	0	0	Drivers	2.0	2	2	WEDNESDAY	15	0	0	0	0	1	1	Industry: type 11	0.5357022004358923	0.6176861367458096	0.5531646987710016																																																9.0	0.0	9.0	0.0	-1055.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	7.0
673	100779	0	Cash loans	F	N	Y	0	135000.0	1125000.0	46557.0	1125000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.028663	-20681	-13878	-10061.0	-4207		1	1	0	1	0	0	High skill tech staff	2.0	2	2	THURSDAY	9	0	0	0	0	0	0	Business Entity Type 2	0.7217924638577912	0.6345918714662484	0.7380196196295241	0.1338	0.0547	0.9851			0.12	0.0948	0.3646				0.1668		0.0013	0.0504	0.0317	0.9861			0.0806	0.1379	0.3333				0.0789		0.0	0.1129	0.0599	0.9856			0.12	0.1034	0.3333				0.1698		0.0004		block of flats	0.2648	Mixed	No	0.0	0.0	0.0	0.0	-2855.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	1.0
674	100780	0	Cash loans	F	N	N	0	112500.0	679500.0	30834.0	679500.0	Unaccompanied	Working	Higher education	Married	House / apartment	0.009175	-10565	-1244	-5449.0	-2254		1	1	0	1	0	0	Core staff	2.0	2	2	FRIDAY	16	0	0	0	1	1	0	Self-employed		0.6889983895243891	0.4614823912998385																																																2.0	0.0	2.0	0.0	-1022.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
675	100781	0	Cash loans	M	Y	Y	0	405000.0	1327648.5	42826.5	1039500.0	Family	Commercial associate	Higher education	Married	House / apartment	0.031329	-20204	-2402	-9586.0	-3005	1.0	1	1	0	1	1	0	Drivers	2.0	2	2	FRIDAY	18	0	1	1	0	1	1	Self-employed		0.7222880429134837	0.1268975261602733																																																0.0	0.0	0.0	0.0	-134.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	3.0
676	100782	0	Cash loans	M	N	N	0	225000.0	1017000.0	29866.5	1017000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.030755	-15573	-1760	-8302.0	-4734		1	1	0	1	0	0	Drivers	2.0	2	2	MONDAY	13	0	0	0	0	1	1	Government		0.7368211682563758	0.1604889306273446																																																0.0	0.0	0.0	0.0	-1722.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	5.0
677	100783	0	Revolving loans	M	N	Y	0	135000.0	180000.0	9000.0	180000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Civil marriage	With parents	0.001333	-9543	-1327	-4287.0	-2184		1	1	0	1	0	0	Laborers	2.0	3	3	THURSDAY	11	0	0	0	0	0	0	Self-employed	0.214224864218671	0.3839919621749232	0.3123653692278984																																																1.0	0.0	1.0	0.0	-789.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
678	100784	1	Cash loans	F	N	Y	0	54000.0	1885500.0	74191.5	1885500.0	Unaccompanied	Pensioner	Secondary / secondary special	Married	House / apartment	0.031329	-22181	365243	-14266.0	-4714		1	0	0	1	0	0		2.0	2	2	MONDAY	10	0	0	0	0	0	0	XNA		0.6238430141034935																																														0.0066		No	6.0	0.0	6.0	0.0	-1683.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
679	100785	0	Cash loans	F	Y	N	0	67500.0	293535.0	18085.5	265500.0	Unaccompanied	Pensioner	Secondary / secondary special	Married	House / apartment	0.007305	-21306	365243	-2144.0	-3248	19.0	1	0	0	1	0	0		2.0	3	3	SATURDAY	8	0	0	0	0	0	0	XNA		0.1429967940508221	0.646329897706246	0.0186	0.0297	0.9687	0.5716	0.0029	0.0	0.069	0.0833	0.125	0.012	0.0151	0.02	0.0	0.0	0.0189	0.0308	0.9687	0.5884	0.0029	0.0	0.069	0.0833	0.125	0.0122	0.0165	0.0208	0.0	0.0	0.0187	0.0297	0.9687	0.5773	0.0029	0.0	0.069	0.0833	0.125	0.0122	0.0154	0.0204	0.0	0.0		block of flats	0.0301	Block	No	0.0	0.0	0.0	0.0	-1803.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	3.0	0.0	1.0
680	100786	0	Cash loans	F	N	N	0	270000.0	265851.0	11839.5	229500.0	Unaccompanied	Working	Higher education	Married	House / apartment	0.020713	-16625	-1890	-6371.0	-159		1	1	0	1	1	0		2.0	3	2	THURSDAY	7	0	0	0	0	0	0	School		0.5544053831057985	0.5673792367572691	0.0557	0.0716	0.9742	0.6464	0.0052	0.0	0.1034	0.1667	0.2083	0.0361	0.0429	0.0521	0.0116	0.0259	0.0567	0.0743	0.9742	0.6602	0.0053	0.0	0.1034	0.1667	0.2083	0.037	0.0468	0.0543	0.0117	0.0274	0.0562	0.0716	0.9742	0.6511	0.0053	0.0	0.1034	0.1667	0.2083	0.0368	0.0436	0.0531	0.0116	0.0264	reg oper account	block of flats	0.0495	Stone, brick	No	1.0	0.0	1.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
681	100787	0	Cash loans	M	Y	N	0	270000.0	675000.0	28507.5	675000.0	Unaccompanied	Working	Higher education	Separated	House / apartment	0.035792	-16590	-2351	-183.0	-147	11.0	1	1	0	1	1	0	Managers	1.0	2	2	WEDNESDAY	13	1	1	0	1	1	0	Trade: type 7	0.6611056644005856	0.7218799256671774	0.4170996682522097																																																6.0	0.0	6.0	0.0	-672.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
682	100788	0	Cash loans	F	N	N	0	112500.0	450000.0	47254.5	450000.0	Unaccompanied	Commercial associate	Higher education	Married	House / apartment	0.026392	-10114	-996	-4888.0	-2767		1	1	0	1	0	0	Core staff	2.0	2	2	THURSDAY	19	0	0	0	0	0	0	Mobile	0.6945589258363822	0.7058112564168807	0.4740512892789932	0.2227		0.9851			0.24	0.2069	0.3333				0.2383		0.0	0.2269		0.9851			0.2417	0.2069	0.3333				0.2483		0.0	0.2248		0.9851			0.24	0.2069	0.3333				0.2426		0.0		block of flats	0.2224	Panel	No	0.0	0.0	0.0	0.0	-751.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	2.0
683	100789	0	Cash loans	F	N	Y	0	112500.0	813195.0	24786.0	702000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.010556	-16329	-1048	-1187.0	-4819		1	1	0	1	0	0		2.0	3	3	TUESDAY	11	0	0	0	0	0	0	Business Entity Type 3		0.493130428064469	0.7675231046555077	0.1113	0.0819	0.9821	0.7552	0.0548	0.12	0.1034	0.3333	0.375	0.0142	0.0908	0.1161	0.0	0.0	0.1134	0.0849	0.9821	0.7648	0.0553	0.1208	0.1034	0.3333	0.375	0.0145	0.0992	0.121	0.0	0.0	0.1124	0.0819	0.9821	0.7585	0.0551	0.12	0.1034	0.3333	0.375	0.0145	0.0923	0.1182	0.0	0.0	reg oper account	block of flats	0.1213	Panel	No	0.0	0.0	0.0	0.0	-1163.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
684	100790	0	Cash loans	M	Y	N	0	157500.0	339948.0	27387.0	315000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.005144	-9365	-1172	-1451.0	-1969	13.0	1	1	0	1	0	0	Laborers	2.0	2	2	THURSDAY	14	0	0	0	0	1	1	Business Entity Type 3	0.1481933284523023	0.5147636756462116	0.6006575372857061																																																1.0	0.0	1.0	0.0	-1450.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	7.0
685	100793	0	Cash loans	F	N	Y	0	126000.0	808650.0	26217.0	675000.0	Family	State servant	Higher education	Married	House / apartment	0.018634	-13037	-706	-2921.0	-1149		1	1	1	1	1	0	Accountants	2.0	2	2	FRIDAY	10	0	0	0	0	0	0	Government	0.3879725997097127	0.2686153782013518	0.6894791426446275																																																2.0	0.0	2.0	0.0	-2431.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
686	100794	0	Cash loans	F	N	Y	0	49500.0	431280.0	18400.5	360000.0	Family	Pensioner	Secondary / secondary special	Widow	House / apartment	0.031329	-21351	365243	-11095.0	-4795		1	0	0	1	0	0		1.0	2	2	TUESDAY	8	0	0	0	0	0	0	XNA		0.1915427933816182	0.7713615919194317																																																2.0	1.0	2.0	1.0	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
687	100795	0	Cash loans	M	Y	Y	1	180000.0	963000.0	31194.0	963000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.026392	-13778	-786	-6325.0	-2410	4.0	1	1	0	1	0	0	Managers	3.0	2	2	FRIDAY	10	0	0	0	0	1	1	Business Entity Type 3	0.2108665251140528	0.1704378192505048	0.7700870700124128																																																0.0	0.0	0.0	0.0	-969.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0
688	100796	1	Cash loans	F	N	Y	0	405000.0	413235.0	32778.0	337500.0	Unaccompanied	Commercial associate	Secondary / secondary special	Widow	House / apartment	0.00963	-19311	-514	-6886.0	-2846		1	1	0	1	0	0	Cleaning staff	1.0	2	2	MONDAY	14	0	0	0	0	1	1	Self-employed	0.5645838928447929	0.343727656125971	0.326475210066026																																																0.0	0.0	0.0	0.0	-1823.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	1.0
689	100798	0	Cash loans	M	N	Y	0	81000.0	454500.0	31761.0	454500.0	Unaccompanied	Working	Secondary / secondary special	Separated	House / apartment	0.018209	-16658	-409	-4717.0	-210		1	1	0	1	0	0	Laborers	1.0	3	3	WEDNESDAY	10	0	0	0	0	1	1	Business Entity Type 2		0.559822472355241	0.7062051096536562																																																6.0	3.0	6.0	3.0	-1229.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	3.0
690	100799	0	Cash loans	F	Y	Y	0	103500.0	886090.5	39159.0	792000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Married	House / apartment	0.018029	-21411	-3997	-4434.0	-4439	16.0	1	1	0	1	0	0		2.0	3	3	MONDAY	6	0	0	0	0	0	0	Medicine		0.5737121672602603	0.5495965024956946																																																1.0	0.0	1.0	0.0	-2518.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	5.0
691	100800	0	Cash loans	F	N	Y	0	126000.0	698517.0	23215.5	603000.0	Unaccompanied	Pensioner	Lower secondary	Widow	House / apartment	0.018634	-21314	365243	-2486.0	-4613		1	0	0	1	0	0		1.0	2	2	FRIDAY	10	0	0	0	0	0	0	XNA		0.2997892593212273	0.6894791426446275	0.0619	0.0791	0.9871			0.0	0.1379	0.1667		0.0211		0.0541		0.0316	0.063	0.0821	0.9871			0.0	0.1379	0.1667		0.0215		0.0563		0.0335	0.0625	0.0791	0.9871			0.0	0.1379	0.1667		0.0214		0.055		0.0323		block of flats	0.0494	Stone, brick	No	2.0	0.0	2.0	0.0	-807.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	2.0
692	100801	0	Cash loans	F	N	Y	0	112500.0	223884.0	26568.0	202500.0	Unaccompanied	Working	Secondary / secondary special	Single / not married	With parents	0.025164	-9528	-183	-4391.0	-2194		1	1	0	1	0	1	Core staff	1.0	2	2	THURSDAY	9	0	0	0	0	0	0	Services		0.2257759435428911		0.2969	0.1459	0.9916	0.8844	0.0402	0.32	0.2759	0.375	0.4167	0.0205	0.2421	0.2944	0.0	0.0	0.3025	0.1514	0.9916	0.8889	0.0406	0.3222	0.2759	0.375	0.4167	0.021	0.2645	0.3067	0.0	0.0	0.2998	0.1459	0.9916	0.8859	0.0404	0.32	0.2759	0.375	0.4167	0.0209	0.2463	0.2997	0.0	0.0	reg oper spec account	block of flats	0.2315	Panel	No	1.0	0.0	1.0	0.0	-2669.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
693	100802	0	Cash loans	F	N	Y	0	76500.0	499261.5	18949.5	351000.0	Unaccompanied	Working	Secondary / secondary special	Widow	House / apartment	0.028663	-19169	-4275	-8207.0	-2730		1	1	0	1	0	0	Sales staff	1.0	2	2	MONDAY	10	0	0	0	0	0	0	Self-employed		0.2652478164906562	0.501075160239048	0.1237	0.0709	0.9846	0.7824	0.0127	0.0	0.069	0.1667	0.2083	0.0573	0.1009	0.0635	0.0	0.0	0.1261	0.0736	0.9846	0.7909	0.0128	0.0	0.069	0.1667	0.2083	0.0586	0.1102	0.0661	0.0	0.0	0.1249	0.0709	0.9846	0.7853	0.0128	0.0	0.069	0.1667	0.2083	0.0583	0.1026	0.0646	0.0	0.0	reg oper account	block of flats	0.0569	Stone, brick	No	1.0	0.0	1.0	0.0	-1735.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	6.0
694	100803	0	Cash loans	F	N	Y	0	135000.0	679500.0	32818.5	679500.0	Family	Commercial associate	Higher education	Civil marriage	House / apartment	0.026392	-11847	-1035	-1561.0	-773		1	1	0	1	0	0	Sales staff	2.0	2	2	FRIDAY	14	0	0	0	0	0	0	Trade: type 7		0.534557615022518	0.2707073872651806	0.0722		0.9786			0.0	0.1379	0.1667				0.0654		0.0	0.0735		0.9786			0.0	0.1379	0.1667				0.0682		0.0	0.0729		0.9786			0.0	0.1379	0.1667				0.0666		0.0		block of flats	0.0515	Stone, brick	No	2.0	0.0	2.0	0.0	-1667.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
695	100804	0	Cash loans	F	N	Y	2	157500.0	407727.0	32341.5	333000.0	Unaccompanied	Commercial associate	Incomplete higher	Married	House / apartment	0.018029	-12200	-733	-179.0	-2616		1	1	0	1	0	0	Laborers	4.0	3	3	SATURDAY	9	0	0	0	0	0	0	Trade: type 1		0.1323571132252415	0.0724966767537821	0.0629	0.0878	0.9776	0.7824	0.0164	0.0	0.1552	0.1042	0.2083	0.0627	0.0941	0.0525	0.0077	0.0366	0.0084	0.0477	0.9717	0.7909	0.0165	0.0	0.0345	0.0417	0.2083	0.0119	0.1028	0.0048	0.0078	0.0178	0.0635	0.0878	0.9776	0.7853	0.0165	0.0	0.1552	0.1042	0.2083	0.0638	0.0958	0.0534	0.0078	0.0373	reg oper account	block of flats	0.0058	Stone, brick	No	1.0	0.0	1.0	0.0	-255.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	2.0	0.0	0.0
696	100805	0	Cash loans	M	Y	N	0	270000.0	1098000.0	28962.0	1098000.0	Unaccompanied	Working	Higher education	Married	House / apartment	0.028663	-11809	-1901	-5293.0	-4495	2.0	1	1	0	1	0	0	Managers	2.0	2	2	WEDNESDAY	9	0	0	0	0	0	0	Business Entity Type 3	0.3660180465775925	0.6912010832234691	0.6832688314232291	0.1429	0.1072	0.9851	0.7552	0.0586	0.104	0.1034	0.325	0.3333	0.0581	0.1225	0.1382	0.0019	0.0235	0.0756	0.042	0.9861	0.8171	0.0229	0.1611	0.1034	0.3333	0.375	0.0	0.0661	0.0586	0.0	0.0	0.1124	0.1091	0.9861	0.7652	0.0644	0.12	0.1034	0.3333	0.375	0.0624	0.1261	0.1717	0.0	0.0	reg oper account	block of flats	0.1707	Panel	No	0.0	0.0	0.0	0.0	-401.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	1.0
697	100806	0	Cash loans	F	N	Y	0	247500.0	654498.0	26086.5	585000.0	Unaccompanied	State servant	Higher education	Married	House / apartment	0.006207	-18178	-744	-2278.0	-1361		1	1	0	1	0	0	Core staff	2.0	2	2	FRIDAY	11	0	0	0	0	0	0	Police	0.7271142186259042	0.5585773234806426	0.6075573001388961																																																0.0	0.0	0.0	0.0	-805.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
698	100807	0	Cash loans	M	Y	Y	2	180000.0	675000.0	32602.5	675000.0	Family	Working	Secondary / secondary special	Married	House / apartment	0.030755	-14014	-1629	-7148.0	-4575	7.0	1	1	0	1	0	0	Laborers	4.0	2	2	FRIDAY	11	0	0	0	0	1	1	Business Entity Type 3		0.5711913307583382	0.4400578303966329																																																2.0	0.0	2.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	2.0
699	100808	1	Cash loans	F	N	Y	2	135000.0	640080.0	31261.5	450000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.022625	-9904	-1116	-737.0	-2241		1	1	0	1	0	0		4.0	2	2	FRIDAY	12	0	0	0	0	1	1	Business Entity Type 3	0.6888322661336912	0.7127908474156259	0.363945238612397	0.0165		0.9801				0.069	0.0417				0.0092			0.0168		0.9801				0.069	0.0417				0.0096			0.0167		0.9801				0.069	0.0417				0.0094				block of flats	0.0113	Stone, brick	No	0.0	0.0	0.0	0.0	-590.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	3.0
700	100809	0	Cash loans	F	N	Y	0	112500.0	95940.0	10201.5	90000.0	Family	Commercial associate	Secondary / secondary special	Civil marriage	House / apartment	0.010276	-18711	-1497	-9492.0	-2017		1	1	0	1	0	0	Sales staff	2.0	2	2	FRIDAY	16	0	0	0	0	1	1	Self-employed		0.5569483571315073	0.7544061731797895	0.0804	0.0488	0.9866	0.8164	0.0449	0.08	0.069	0.3333	0.375	0.0152	0.0656	0.0862	0.0	0.0	0.0819	0.0506	0.9866	0.8236	0.0453	0.0806	0.069	0.3333	0.375	0.0155	0.0716	0.0898	0.0	0.0	0.0812	0.0488	0.9866	0.8189	0.0452	0.08	0.069	0.3333	0.375	0.0154	0.0667	0.0877	0.0	0.0	reg oper account	block of flats	0.0923	Stone, brick	No	0.0	0.0	0.0	0.0	-429.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
701	100810	0	Revolving loans	M	Y	Y	2	540000.0	900000.0	45000.0	900000.0	Unaccompanied	Commercial associate	Higher education	Married	House / apartment	0.018801	-12643	-770	-83.0	-4126	13.0	1	1	0	1	0	0	Managers	4.0	2	2	MONDAY	10	0	0	0	0	0	0	Self-employed	0.5154758594581931	0.1934974632139944	0.4241303111942548	0.2495	0.1257	0.994	0.9184	0.122	0.24	0.2069	0.375	0.4167	0.3106	0.2017	0.2564	0.0077	0.0071	0.2542	0.1305	0.994	0.9216	0.1232	0.2417	0.2069	0.375	0.4167	0.3177	0.2204	0.2671	0.0078	0.0075	0.2519	0.1257	0.994	0.9195	0.1228	0.24	0.2069	0.375	0.4167	0.316	0.2052	0.261	0.0078	0.0073	reg oper account	block of flats	0.2683	Panel	No	0.0	0.0	0.0	0.0	-457.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
702	100811	0	Cash loans	M	N	N	0	180000.0	1649646.0	43645.5	1377000.0	Unaccompanied	Working	Higher education	Married	House / apartment	0.022625	-20220	-296	-6628.0	-3643		1	1	0	1	1	0	Managers	2.0	2	2	WEDNESDAY	16	0	0	0	0	0	0	Business Entity Type 3	0.7599168935347069	0.7968657132596014	0.511891801533151	0.4	0.2267	0.9831	0.7688	0.2417	0.44	0.3793	0.3333	0.375	0.2964	0.3261	0.4096	0.0	0.0	0.4076	0.2353	0.9831	0.7779	0.2439	0.4431	0.3793	0.3333	0.375	0.3032	0.3563	0.4268	0.0	0.0	0.4039	0.2267	0.9831	0.7719	0.2432	0.44	0.3793	0.3333	0.375	0.3016	0.3318	0.417	0.0	0.0	reg oper account	block of flats	0.4538	Panel	No	2.0	0.0	2.0	0.0	-5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
